badge_id,name,issuer,description,criteria,alignment,employmentOutcome,skillsValidated,competency,learningOpportunity,related_badges
B03373,Cybersecurity Professional,Google,Cybersecurity Professional badge issued by Google,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Software Engineer roles,"['Python', 'Deep Learning']","['SQL', 'Leadership']",Big Data Analysis Program,[]
B03374,Cybersecurity Professional,Udacity,Cybersecurity Professional badge issued by Udacity,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Software Engineer roles,"['Data Analysis', 'SQL']","['SQL', 'Deep Learning', 'Creativity']",Intro to Machine Learning,['B04974']
B03375,Data Science Expert,IBM,Data Science Expert badge issued by IBM,Passing all module assessments,Professional Alignment,Eligible for Software Engineer roles,"['DevOps', 'Python', 'Machine Learning']","['Cloud Computing', 'Leadership', 'Problem Solving']",Intro to Machine Learning,"['B08887', 'B00207']"
B03376,UI/UX Designer,Udacity,UI/UX Designer badge issued by Udacity,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Machine Learning Engineer positions,"['Machine Learning', 'Python', 'Cloud Computing']",['Python'],Data Science Bootcamp,[]
B03377,Deep Learning Master,Google,Deep Learning Master badge issued by Google,Passing all module assessments,Professional Alignment,Eligible for Software Engineer roles,"['Cloud Computing', 'Data Analysis']","['UI/UX', 'Deep Learning']",Data Science Bootcamp,['B00980']
B03378,Data Science Expert,IBM,Data Science Expert badge issued by IBM,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Machine Learning Engineer positions,"['Cybersecurity', 'DevOps', 'Python']",['SQL'],Data Science Bootcamp,['B06286']
B03379,Python Certification,Google,Python Certification badge issued by Google,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Cloud Architect positions,['SQL'],"['Cybersecurity', 'Problem Solving']",Cloud Computing Course,['B05868']
B03380,Cloud Computing Guru,edX,Cloud Computing Guru badge issued by edX,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Software Engineer roles,"['UI/UX', 'Cybersecurity', 'Cloud Computing']","['Teamwork', 'Problem Solving']",Big Data Analysis Program,[]
B03381,Deep Learning Master,Udacity,Deep Learning Master badge issued by Udacity,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Software Engineer roles,['Python'],"['Problem Solving', 'Machine Learning']",AI Professional Course,[]
B03382,Big Data Analyst,edX,Big Data Analyst badge issued by edX,Passing all module assessments,Industry Standard Alignment,Eligible for Data Analyst roles,"['Cybersecurity', 'Data Analysis', 'DevOps']","['DevOps', 'Cloud Computing']",Cloud Computing Course,"['B07558', 'B09125']"
B03383,Deep Learning Master,Google,Deep Learning Master badge issued by Google,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Data Analyst roles,"['DevOps', 'Machine Learning']",['Cloud Computing'],Intro to Machine Learning,"['B07574', 'B04766']"
B03384,Machine Learning Pro,IBM,Machine Learning Pro badge issued by IBM,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Software Engineer roles,['Data Analysis'],"['Deep Learning', 'Teamwork', 'SQL']",Big Data Analysis Program,"['B07666', 'B00377']"
B03385,Cloud Computing Guru,Google,Cloud Computing Guru badge issued by Google,Passing all module assessments,Professional Alignment,Eligible for Machine Learning Engineer positions,['Machine Learning'],"['Teamwork', 'Creativity']",Intro to Machine Learning,[]
B03386,Data Science Expert,Coursera,Data Science Expert badge issued by Coursera,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Cloud Architect positions,"['SQL', 'Data Analysis']","['SQL', 'Deep Learning']",Big Data Analysis Program,"['B02057', 'B09346']"
B03387,DevOps Engineer,Udacity,DevOps Engineer badge issued by Udacity,Passing all module assessments,Professional Alignment,Eligible for Machine Learning Engineer positions,['Data Analysis'],"['Teamwork', 'Cloud Computing']",Big Data Analysis Program,"['B02116', 'B08337']"
B03388,AI Specialist,Google,AI Specialist badge issued by Google,Passing all module assessments,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,['Data Analysis'],['Analytical Skills'],AI Professional Course,[]
B03389,Cloud Computing Guru,IBM,Cloud Computing Guru badge issued by IBM,Passing all module assessments,Professional Alignment,Eligible for Machine Learning Engineer positions,"['DevOps', 'Cybersecurity']","['Problem Solving', 'Machine Learning']",Data Science Bootcamp,[]
B03390,Data Science Expert,Google,Data Science Expert badge issued by Google,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Cloud Architect positions,['Deep Learning'],"['Deep Learning', 'Leadership', 'Machine Learning']",Data Science Bootcamp,"['B04334', 'B09295']"
B03391,Deep Learning Master,Google,Deep Learning Master badge issued by Google,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Software Engineer roles,['Deep Learning'],"['Analytical Skills', 'DevOps']",AI Professional Course,[]
B03392,Cybersecurity Professional,edX,Cybersecurity Professional badge issued by edX,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Data Analyst roles,"['Cybersecurity', 'SQL', 'Deep Learning']",['Leadership'],Big Data Analysis Program,['B08008']
B03393,AI Specialist,Coursera,AI Specialist badge issued by Coursera,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Machine Learning Engineer positions,"['Cloud Computing', 'Cybersecurity']","['Leadership', 'Teamwork']",AI Professional Course,['B07752']
B03394,AI Specialist,Coursera,AI Specialist badge issued by Coursera,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Machine Learning Engineer positions,"['DevOps', 'SQL']","['DevOps', 'Cloud Computing']",Data Science Bootcamp,"['B03251', 'B06398']"
B03395,Cybersecurity Professional,Coursera,Cybersecurity Professional badge issued by Coursera,Passing all module assessments,Professional Alignment,Eligible for Data Analyst roles,"['DevOps', 'Cybersecurity']",['UI/UX'],Cloud Computing Course,[]
B03396,Data Science Expert,Coursera,Data Science Expert badge issued by Coursera,Completion of 40 hours of lectures and project submission,Academic Alignment,Eligible for Software Engineer roles,"['DevOps', 'Cloud Computing']","['Creativity', 'SQL', 'DevOps']",Big Data Analysis Program,['B04911']
B03397,Machine Learning Pro,Google,Machine Learning Pro badge issued by Google,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Cloud Architect positions,"['DevOps', 'Deep Learning']","['Analytical Skills', 'Problem Solving', 'Data Analysis']",Cloud Computing Course,"['B07159', 'B07738']"
B03398,Cloud Computing Guru,Udacity,Cloud Computing Guru badge issued by Udacity,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Software Engineer roles,"['Deep Learning', 'Cybersecurity']","['SQL', 'Teamwork', 'Data Analysis']",Big Data Analysis Program,['B03455']
B03399,Data Science Expert,edX,Data Science Expert badge issued by edX,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Data Analyst roles,"['Machine Learning', 'SQL', 'Deep Learning']","['Machine Learning', 'Cybersecurity']",Data Science Bootcamp,['B08364']
B03400,Data Science Expert,Coursera,Data Science Expert badge issued by Coursera,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Data Analyst roles,"['Deep Learning', 'DevOps']","['Cloud Computing', 'Problem Solving']",AI Professional Course,"['B05130', 'B08814']"
B03401,AI Specialist,Coursera,AI Specialist badge issued by Coursera,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Cloud Architect positions,"['Cybersecurity', 'Deep Learning', 'Cloud Computing']","['Teamwork', 'Python']",Intro to Machine Learning,['B09658']
B03402,Data Science Expert,Udacity,Data Science Expert badge issued by Udacity,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Data Analyst roles,['Deep Learning'],['Leadership'],Big Data Analysis Program,"['B08001', 'B03755']"
B03403,Big Data Analyst,edX,Big Data Analyst badge issued by edX,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Machine Learning Engineer positions,"['Data Analysis', 'Machine Learning']",['Teamwork'],Cloud Computing Course,"['B04352', 'B07665']"
B03404,Cloud Computing Guru,edX,Cloud Computing Guru badge issued by edX,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Data Analyst roles,['Deep Learning'],"['Creativity', 'SQL', 'Cybersecurity']",Cloud Computing Course,['B06693']
B03405,Cloud Computing Guru,edX,Cloud Computing Guru badge issued by edX,Passing all module assessments,Academic Alignment,Eligible for Data Analyst roles,"['Cybersecurity', 'DevOps', 'Machine Learning']","['Machine Learning', 'Cloud Computing', 'DevOps']",Big Data Analysis Program,"['B05009', 'B07098']"
B03406,Big Data Analyst,Udacity,Big Data Analyst badge issued by Udacity,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Cloud Architect positions,['Python'],"['Teamwork', 'SQL', 'Problem Solving']",Cloud Computing Course,[]
B03407,Data Science Expert,edX,Data Science Expert badge issued by edX,Completion of 40 hours of lectures and project submission,Professional Alignment,Eligible for Machine Learning Engineer positions,"['DevOps', 'SQL', 'Machine Learning']",['Analytical Skills'],Intro to Machine Learning,"['B07589', 'B02945']"
B03408,Cloud Computing Guru,Udacity,Cloud Computing Guru badge issued by Udacity,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Cloud Architect positions,['Cybersecurity'],['Deep Learning'],AI Professional Course,[]
B03409,Machine Learning Pro,Coursera,Machine Learning Pro badge issued by Coursera,Passing all module assessments,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,"['SQL', 'Cybersecurity']","['Cloud Computing', 'SQL']",Data Science Bootcamp,"['B09841', 'B01627']"
B03410,DevOps Engineer,Coursera,DevOps Engineer badge issued by Coursera,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Cloud Architect positions,"['Machine Learning', 'Python', 'SQL']",['Python'],Intro to Machine Learning,['B08707']
B03411,Cloud Computing Guru,edX,Cloud Computing Guru badge issued by edX,Passing all module assessments,Professional Alignment,Eligible for Cloud Architect positions,"['DevOps', 'UI/UX', 'Deep Learning']","['Data Analysis', 'Problem Solving', 'Cloud Computing']",Cloud Computing Course,"['B03372', 'B08850']"
B03412,Cloud Computing Guru,Udacity,Cloud Computing Guru badge issued by Udacity,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Data Analyst roles,"['Deep Learning', 'Machine Learning']","['Data Analysis', 'Leadership', 'Problem Solving']",Big Data Analysis Program,[]
B03413,Machine Learning Pro,IBM,Machine Learning Pro badge issued by IBM,Completion of hands-on project and final evaluation,Professional Alignment,Eligible for Machine Learning Engineer positions,['Machine Learning'],['UI/UX'],Big Data Analysis Program,"['B06019', 'B08175']"
B03414,Machine Learning Pro,Udacity,Machine Learning Pro badge issued by Udacity,Completion of hands-on project and final evaluation,Industry Standard Alignment,Eligible for Software Engineer roles,"['UI/UX', 'Python']","['Analytical Skills', 'Cloud Computing']",Data Science Bootcamp,['B08326']
B03415,Machine Learning Pro,Coursera,Machine Learning Pro badge issued by Coursera,Passing all module assessments,Academic Alignment,Eligible for Software Engineer roles,"['Machine Learning', 'Cybersecurity']","['Creativity', 'Leadership']",AI Professional Course,[]
B03416,AI Specialist,Google,AI Specialist badge issued by Google,Completion of 40 hours of lectures and project submission,Industry Standard Alignment,Eligible for Machine Learning Engineer positions,"['Python', 'Machine Learning', 'Deep Learning']",['Teamwork'],AI Professional Course,"['B00927', 'B06336']"
B03417,Machine Learning Pro,edX,Machine Learning Pro badge issued by edX,Passing all module assessments,Academic Alignment,Eligible for Data Analyst roles,"['Data Analysis', 'Python', 'SQL']",['Analytical Skills'],Big Data Analysis Program,['B08002']
B03418,Data Science Expert,Coursera,Data Science Expert badge issued by Coursera,Completion of hands-on project and final evaluation,Academic Alignment,Eligible for Software Engineer roles,['DevOps'],"['Problem Solving', 'Creativity']",Cloud Computing Course,['B02656']
